path,category,module,stage_or_branch,size_bytes,mtime_utc,include_in_git,commit_group,reason
AGENTS.md,documentation,AGENTS,,1163,2026-05-08T05:56:55.351305Z,true,configs_tests,Agent/project instruction document.
scripts/__pycache__/m1_04_build_niche_full_by_slice.cpython-310.pyc,generated_cache,m1_04_build_niche_full_by_slice.cpython-310,m1,14082,2026-05-03T05:23:27.794860Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m2_00_audit_m1_outputs.cpython-310.pyc,generated_cache,m2_00_audit_m1_outputs.cpython-310,m2,7713,2026-05-09T02:31:42.090401Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m2_01_prepare_representation_matrix.cpython-310.pyc,generated_cache,m2_01_prepare_representation_matrix.cpython-310,m2,6001,2026-05-03T05:23:27.796860Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m2_02_build_full_representation_by_slice.cpython-310.pyc,generated_cache,m2_02_build_full_representation_by_slice.cpython-310,m2,17058,2026-05-09T02:31:42.093401Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_00_audit_m2_inputs.cpython-310.pyc,generated_cache,m3_00_audit_m2_inputs.cpython-310,m3,6214,2026-05-03T05:23:27.800860Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_01_define_transition_contract.cpython-310.pyc,generated_cache,m3_01_define_transition_contract.cpython-310,m3,6204,2026-05-03T05:23:27.800860Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_02_sample_candidate_edges.cpython-310.pyc,generated_cache,m3_02_sample_candidate_edges.cpython-310,m3,11985,2026-05-03T05:23:27.802860Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_03_review_sampled_transition_preflight.cpython-310.pyc,generated_cache,m3_03_review_sampled_transition_preflight.cpython-310,m3,7578,2026-05-03T05:23:27.803860Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_04_design_full_transition_plan.cpython-310.pyc,generated_cache,m3_04_design_full_transition_plan.cpython-310,m3,14492,2026-05-03T05:23:27.804860Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_05_build_transition_pilot_shard.cpython-310.pyc,generated_cache,m3_05_build_transition_pilot_shard.cpython-310,m3,14649,2026-05-03T11:32:14.745980Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_06_run_transition_timepair_pilot.cpython-310.pyc,generated_cache,m3_06_run_transition_timepair_pilot.cpython-310,m3,30626,2026-05-03T05:23:27.811860Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_07_review_timepair_pilot_and_plan_next.cpython-310.pyc,generated_cache,m3_07_review_timepair_pilot_and_plan_next.cpython-310,m3,19218,2026-05-03T05:23:27.814860Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_08_inspect_ann_backends.cpython-310.pyc,generated_cache,m3_08_inspect_ann_backends.cpython-310,m3,4293,2026-05-03T11:33:03.086214Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_09_design_ann_validation.cpython-310.pyc,generated_cache,m3_09_design_ann_validation.cpython-310,m3,8284,2026-05-03T11:33:03.087214Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_10_design_slurm_full_m3_strategy.cpython-310.pyc,generated_cache,m3_10_design_slurm_full_m3_strategy.cpython-310,m3,12283,2026-05-03T11:33:03.089214Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_11_validate_ann_backend_on_sampled_shard.cpython-310.pyc,generated_cache,m3_11_validate_ann_backend_on_sampled_shard.cpython-310,m3,31940,2026-05-03T11:48:55.148333Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_12_validate_ann_backend_on_full_shard.cpython-310.pyc,generated_cache,m3_12_validate_ann_backend_on_full_shard.cpython-310,m3,25253,2026-05-03T12:01:33.021721Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_13_stress_test_ann_large_target_pair.cpython-310.pyc,generated_cache,m3_13_stress_test_ann_large_target_pair.cpython-310,m3,23017,2026-05-03T13:20:22.377818Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_14_freeze_backend_and_dryrun_full_m3.cpython-310.pyc,generated_cache,m3_14_freeze_backend_and_dryrun_full_m3.cpython-310,m3,26393,2026-05-03T13:42:24.748156Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_15_run_full_m3_by_shard.cpython-310.pyc,generated_cache,m3_15_run_full_m3_by_shard.cpython-310,m3,30345,2026-05-04T06:28:54.784524Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_16_freeze_full_m3_qc_report.cpython-310.pyc,generated_cache,m3_16_freeze_full_m3_qc_report.cpython-310,m3,25623,2026-05-04T06:55:21.643730Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_v2_00_write_design_protocol.cpython-310.pyc,generated_cache,m3_v2_00_write_design_protocol.cpython-310,m3,24233,2026-05-08T02:44:15.700614Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_v2_01_run_small_pilot.cpython-310.pyc,generated_cache,m3_v2_01_run_small_pilot.cpython-310,m3,28742,2026-05-08T03:05:23.474719Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_v2_02_kernel_diagnostic_tuning.cpython-310.pyc,generated_cache,m3_v2_02_kernel_diagnostic_tuning.cpython-310,m3,25504,2026-05-08T03:29:07.534825Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_v2_03_confirmatory_constrained_pilot.cpython-310.pyc,generated_cache,m3_v2_03_confirmatory_constrained_pilot.cpython-310,m3,30725,2026-05-08T03:43:20.880021Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_v2_04_package_review.cpython-310.pyc,generated_cache,m3_v2_04_package_review.cpython-310,m3,13928,2026-05-08T04:15:47.782796Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_v2_05_full_production_plan.cpython-310.pyc,generated_cache,m3_v2_05_full_production_plan.cpython-310,m3,18007,2026-05-08T04:22:16.286454Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_v2_06_run_full_by_shard.cpython-310.pyc,generated_cache,m3_v2_06_run_full_by_shard.cpython-310,m3,35986,2026-05-08T06:55:59.353406Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m3_v2_08_full_qc_and_benchmark.cpython-310.pyc,generated_cache,m3_v2_08_full_qc_and_benchmark.cpython-310,m3,35948,2026-05-08T08:01:07.922037Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m4a_01_assemble_global_transition_object.cpython-310.pyc,generated_cache,m4a_01_assemble_global_transition_object.cpython-310,m4a,36222,2026-05-04T07:39:16.190358Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m4a_v2_00_assembly_plan.cpython-310.pyc,generated_cache,m4a_v2_00_assembly_plan.cpython-310,m4a,28663,2026-05-08T08:15:22.997545Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m4a_v2_01_assemble_sparse_matrices.cpython-310.pyc,generated_cache,m4a_v2_01_assemble_sparse_matrices.cpython-310,m4a,47390,2026-05-08T09:13:20.065838Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m4a_v2_03_full_qc_and_benchmark.cpython-310.pyc,generated_cache,m4a_v2_03_full_qc_and_benchmark.cpython-310,m4a,35359,2026-05-08T09:28:57.079870Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m4b_01_design_terminal_macrostates.cpython-310.pyc,generated_cache,m4b_01_design_terminal_macrostates.cpython-310,m4b,26119,2026-05-04T11:23:06.631817Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m4b_02_review_markov_gpcca_feasibility.cpython-310.pyc,generated_cache,m4b_02_review_markov_gpcca_feasibility.cpython-310,m4b,12228,2026-05-04T08:03:52.006354Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m4c_01_compute_markov_fate_probabilities.cpython-310.pyc,generated_cache,m4c_01_compute_markov_fate_probabilities.cpython-310,m4c,34397,2026-05-04T08:54:59.264887Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m4c_02_review_and_freeze_markov_fate_results.cpython-310.pyc,generated_cache,m4c_02_review_and_freeze_markov_fate_results.cpython-310,m4c,34577,2026-05-04T11:23:06.636817Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m4c_v2_00_planning_and_handoff.cpython-310.pyc,generated_cache,m4c_v2_00_planning_and_handoff.cpython-310,m4c,38893,2026-05-08T09:57:22.979416Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m4c_v2_01_run_fate_propagation.cpython-310.pyc,generated_cache,m4c_v2_01_run_fate_propagation.cpython-310,m4c,43614,2026-05-08T10:16:46.893836Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m4c_v2_03_fate_benchmark.cpython-310.pyc,generated_cache,m4c_v2_03_fate_benchmark.cpython-310,m4c,40841,2026-05-08T10:28:51.652952Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m4d_00_audit_coordinate_availability.cpython-310.pyc,generated_cache,m4d_00_audit_coordinate_availability.cpython-310,m4d,18577,2026-05-04T09:56:31.282292Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m4d_01_inspect_pcca_backend.cpython-310.pyc,generated_cache,m4d_01_inspect_pcca_backend.cpython-310,m4d,1807,2026-05-04T11:02:15.163489Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m4d_01a_review_standard_gpcca_backend.cpython-310.pyc,generated_cache,m4d_01a_review_standard_gpcca_backend.cpython-310,m4d,1578,2026-05-04T11:02:15.164489Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m4d_01b_validate_standard_gpcca_backend.cpython-310.pyc,generated_cache,m4d_01b_validate_standard_gpcca_backend.cpython-310,m4d,19725,2026-05-04T11:33:42.403445Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m4d_01c_run_supernode_gpcca.cpython-310.pyc,generated_cache,m4d_01c_run_supernode_gpcca.cpython-310,m4d,1489,2026-05-07T08:14:11.240943Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m4e_01_endpoint_annotation_review.cpython-310.pyc,generated_cache,m4e_01_endpoint_annotation_review.cpython-310,m4e,30037,2026-05-07T13:33:39.659763Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m4e_02_extract_neighborhood_annotation.cpython-310.pyc,generated_cache,m4e_02_extract_neighborhood_annotation.cpython-310,m4e,28940,2026-05-07T13:54:06.119622Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m4e_03_endpoint_refinement_freeze.cpython-310.pyc,generated_cache,m4e_03_endpoint_refinement_freeze.cpython-310,m4e,39166,2026-05-07T14:11:35.048575Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m4e_03_figure_report_qc_patch.cpython-310.pyc,generated_cache,m4e_03_figure_report_qc_patch.cpython-310,m4e,16641,2026-05-08T02:30:08.867137Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/m4v_01_visualize_m4c_m4d_markov_results.cpython-310.pyc,generated_cache,m4v_01_visualize_m4c_m4d_markov_results.cpython-310,m4v,1515,2026-05-07T08:14:11.241943Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/planA_00_freeze_p_fate_branch.cpython-310.pyc,generated_cache,planA_00_freeze_p_fate_branch.cpython-310,planA_p_fate_branch,29680,2026-05-08T10:44:15.246065Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/storage_00_audit_nichefate_paths.cpython-310.pyc,generated_cache,storage_00_audit_nichefate_paths.cpython-310,storage,10691,2026-05-07T01:44:31.245079Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/storage_01_migrate_large_inputs_to_data.cpython-310.pyc,generated_cache,storage_01_migrate_large_inputs_to_data.cpython-310,storage,8185,2026-05-07T01:47:51.369537Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/__pycache__/storage_02_validate_path_compatibility.cpython-310.pyc,generated_cache,storage_02_validate_path_compatibility.cpython-310,storage,8450,2026-05-07T01:44:31.240079Z,false,excluded,"Generated, ignored, or heavy artifact; excluded from Git."
scripts/k_gpcca_00_design.py,milestone_script,k_gpcca_00_design,k_gpcca,38808,2026-05-08T10:53:46.790142Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/k_gpcca_01_pilot_kernel_preflight.py,milestone_script,k_gpcca_01_pilot_kernel_preflight,k_gpcca,40967,2026-05-08T11:04:11.372078Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/k_gpcca_02_construct_and_run_pilot.py,milestone_script,k_gpcca_02_construct_and_run_pilot,k_gpcca,50674,2026-05-08T11:43:44.592850Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/k_gpcca_03_biological_benchmark.py,milestone_script,k_gpcca_03_biological_benchmark,k_gpcca,46055,2026-05-08T12:18:43.142875Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/k_gpcca_04_kernel_revision_pilot.py,milestone_script,k_gpcca_04_kernel_revision_pilot,k_gpcca,40345,2026-05-08T12:30:38.863493Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m0_00_check_environment.py,milestone_script,m0_00_check_environment,m0,3589,2026-04-30T03:04:52.942928Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m0_00_download_core_dryad_files.py,milestone_script,m0_00_download_core_dryad_files,m0,3336,2026-04-30T03:12:06.661749Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m0_00b_verify_raw_files.py,milestone_script,m0_00b_verify_raw_files,m0,5840,2026-04-30T08:27:25.195719Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m0_01_inspect_raw_anndata.py,milestone_script,m0_01_inspect_raw_anndata,m0,6775,2026-04-30T08:28:01.248873Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m0_02_build_m0_anndata.py,milestone_script,m0_02_build_m0_anndata,m0,6226,2026-04-30T14:41:12.015109Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m0_03_compute_embeddings.py,milestone_script,m0_03_compute_embeddings,m0,1837,2026-04-30T08:28:05.624892Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m0_04_build_spatial_graphs.py,milestone_script,m0_04_build_spatial_graphs,m0,6119,2026-04-30T08:28:32.499008Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m0_05_export_m0_objects.py,milestone_script,m0_05_export_m0_objects,m0,1318,2026-04-30T03:04:52.944928Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m0_06_make_qc_report.py,milestone_script,m0_06_make_qc_report,m0,11033,2026-05-01T02:10:08.838126Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m1_00_inspect_m0_for_niche.py,milestone_script,m1_00_inspect_m0_for_niche,m1,4580,2026-05-01T02:20:35.364364Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m1_01_build_niche_prototype.py,milestone_script,m1_01_build_niche_prototype,m1,7948,2026-05-01T02:20:35.364364Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m1_02_review_niche_prototype.py,milestone_script,m1_02_review_niche_prototype,m1,30277,2026-05-02T12:25:49.275888Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m1_03_build_niche_full.py,milestone_script,m1_03_build_niche_full,m1,16744,2026-05-02T12:40:47.728798Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
scripts/m1_03a_prepare_global_schema.py,milestone_script,m1_03a_prepare_global_schema,m1,10102,2026-05-02T12:40:25.635775Z,true,legacy_milestones,Lightweight milestone/legacy script retained for reproducibility; not executed in ReviewPack-04.
